title,line_text
THE SWAN,doesn’t lie down in flat miles.
THE SWAN,It’s in the imagination
THE SWAN,with which you perceive
THE SWAN,"this world,"
THE SWAN,and the gestures
THE SWAN,with which you honor it.
THE SWAN,"Oh, what will I do, what will I say, when those white wings"
THE SWAN,touch the shore?
THE TRURO BEAR,There’s a bear in the Truro woods.
THE TRURO BEAR,"People have seen it—three or four,"
THE TRURO BEAR,"or two, or one. I think"
THE TRURO BEAR,of the thickness of the serious woods
THE TRURO BEAR,around the dark bowls of the Truro ponds;
THE TRURO BEAR,"I think of the blueberry fields, the blackberry tangles,"
THE TRURO BEAR,the cranberry bogs. And the sky
THE TRURO BEAR,"with its new moon, its familiar star-trails,"
THE TRURO BEAR,"burns down like a brand-new heaven,"
THE TRURO BEAR,while everywhere I look on the scratchy hillsides
THE TRURO BEAR,shadows seem to grow shoulders. Surely
THE TRURO BEAR,"a beast might be clever, be lucky, move quietly"
THE TRURO BEAR,"through the woods for years, learning to stay away"
THE TRURO BEAR,from roads and houses. Common sense mutters:
THE TRURO BEAR,"it can’t be true, it must be somebody’s"
THE TRURO BEAR,runaway dog. But the seed
THE TRURO BEAR,"has been planted, and when has happiness ever"
THE TRURO BEAR,required much evidence to begin
THE TRURO BEAR,its leaf-green breathing?
THE WORLD I LIVE IN,I have refused to live
THE WORLD I LIVE IN,locked in the orderly house of
THE WORLD I LIVE IN,reasons and proofs.
THE WORLD I LIVE IN,The world I live in and believe in
THE WORLD I LIVE IN,"is wider than that. And anyway,"
THE WORLD I LIVE IN,what’s wrong with Maybe?
THE WORLD I LIVE IN,You wouldn’t believe what once or
THE WORLD I LIVE IN,twice I have seen. I’ll just
THE WORLD I LIVE IN,tell you this:
THE WORLD I LIVE IN,only if there are angels in your head will you
THE WORLD I LIVE IN,"ever, possibly, see one."
THIS MORNING,This morning the redbirds’ eggs
THIS MORNING,have hatched and already the chicks
THIS MORNING,are chirping for food. They don’t
THIS MORNING,"know where it’s coming from, they"
THIS MORNING,"just keep shouting, More! More!"
THIS MORNING,"As to anything else, they haven’t"
THIS MORNING,had a single thought. Their eyes
THIS MORNING,"haven’t yet opened, they know nothing"
THIS MORNING,about the sky that’s waiting. Or
THIS MORNING,"the thousands, the millions of trees."
THIS MORNING,They don’t even know they have wings.
THIS MORNING,"And just like that, like a simple"
THIS MORNING,"neighborhood event, a miracle is"
THIS MORNING,taking place.
TIDES,Every day the sea
TIDES,blue gray green lavender
TIDES,pulls away leaving the harbor’s
TIDES,dark-cobbled undercoat
TIDES,"slick and rutted and worm-riddled, the gulls"
TIDES,"walk there among old whalebones, the white"
TIDES,spines of fish blink from the strandy stew
TIDES,as the hours tick over; and then
TIDES,"far out the faint, sheer"
TIDES,"line turns, rustling over the slack,"
TIDES,"the outer bars, over the green-furred flats, over"
TIDES,"the clam beds, slippery logs,"
TIDES,"barnacle-studded stones, dragging"
TIDES,"the shining sheets forward, deepening,"
TIDES,"pushing, wreathing together"
TIDES,"wave and seaweed, their piled curvatures"
TIDES,"spilling over themselves, lapping"
TIDES,"blue gray green lavender, never"
TIDES,"resting, not ever but fashioning shore,"
TIDES,"continent, everything."
TIDES,And here you may find me
TIDES,on almost any morning
TIDES,walking along the shore so
TIDES,light-footed so casual.
TURTLE,Now I see it—
TURTLE,it nudges with its bulldog head
TURTLE,"the slippery stems of the lilies, making them tremble;"
TURTLE,and now it noses along in the wake of the little brown teal
TURTLE,who is leading her soft children
TURTLE,from one side of the pond to the other; she keeps
TURTLE,close to the edge
TURTLE,"and they follow closely, the good children—"
TURTLE,"the tender children,"
TURTLE,"the sweet children, dangling their pretty feet"
TURTLE,into the darkness.
TURTLE,"And now will come—I can count on it—the murky splash,"
TURTLE,the certain victory
TURTLE,"of that pink and gassy mouth, and the frantic"
TURTLE,circling of the hen while the rest of the chicks
TURTLE,"flare away over the water and into the reeds, and my heart"
TURTLE,will be most mournful
TURTLE,"on their account. But, listen,"
TURTLE,what’s important?
TURTLE,Nothing’s important
TURTLE,"except that the great and cruel mystery of the world,"
TURTLE,"of which this is a part,"
TURTLE,"not be denied. Once,"
TURTLE,"I happened to see, on a city street, in summer,"
TURTLE,"a dusty, fouled turtle plodding along—"
TURTLE,a snapper—
TURTLE,broken out I suppose from some backyard cage—
TURTLE,and I knew what I had to do—
TURTLE,"I looked it right in the eyes, and I caught it—"
TURTLE,"I put it, like a small mountain range,"
TURTLE,"into a knapsack, and I took it out"
TURTLE,"of the city, and I let it"
TURTLE,"down into the dark pond, into"
TURTLE,"the cool water,"
TURTLE,"and the light of the lilies,"
TURTLE,to live.
TWO KINDS OF DELIVERANCE,"Last night the geese came back,"
TWO KINDS OF DELIVERANCE,slanting fast
TWO KINDS OF DELIVERANCE,from the blossom of the rising moon down
TWO KINDS OF DELIVERANCE,to the black pond. A muskrat
TWO KINDS OF DELIVERANCE,swimming in the twilight saw them and hurried
TWO KINDS OF DELIVERANCE,to the secret lodges to tell everyone
TWO KINDS OF DELIVERANCE,spring had come.
TWO KINDS OF DELIVERANCE,And so it had.
TWO KINDS OF DELIVERANCE,By morning when I went out
TWO KINDS OF DELIVERANCE,"the last of the ice had disappeared, blackbirds"
TWO KINDS OF DELIVERANCE,sang on the shores. Every year
TWO KINDS OF DELIVERANCE,"the geese, returning,"
TWO KINDS OF DELIVERANCE,"do this, I don’t"
TWO KINDS OF DELIVERANCE,know how.
TWO KINDS OF DELIVERANCE,The curtains opened and there was
TWO KINDS OF DELIVERANCE,"an old man in a headdress of feathers,"
TWO KINDS OF DELIVERANCE,leather leggings and a vest made
TWO KINDS OF DELIVERANCE,from the skin of some animal. He danced
TWO KINDS OF DELIVERANCE,"in a kind of surly rapture, and the trees"
TWO KINDS OF DELIVERANCE,in the fields far away
TWO KINDS OF DELIVERANCE,began to mutter and suck up their long roots.
TWO KINDS OF DELIVERANCE,Slowly they advanced until they stood
TWO KINDS OF DELIVERANCE,pressed to the schoolhouse windows.
TWO KINDS OF DELIVERANCE,I don’t know
TWO KINDS OF DELIVERANCE,lots of things but I know this: next year
TWO KINDS OF DELIVERANCE,when spring
TWO KINDS OF DELIVERANCE,flows over the starting point I’ll think I’m going to
TWO KINDS OF DELIVERANCE,drown in the shimmering miles of it and then
TWO KINDS OF DELIVERANCE,one or two birds will fly me over
TWO KINDS OF DELIVERANCE,the threshold.
TWO KINDS OF DELIVERANCE,As for the pain
TWO KINDS OF DELIVERANCE,"of others, of course it tries to be"
TWO KINDS OF DELIVERANCE,"abstract, but then"
TWO KINDS OF DELIVERANCE,"there flares up out of a vanished wilderness, like fire,"
TWO KINDS OF DELIVERANCE,still blistering: the wrinkled face
TWO KINDS OF DELIVERANCE,of an old Chippewa
TWO KINDS OF DELIVERANCE,"smiling, hating us,"
TWO KINDS OF DELIVERANCE,dancing for his life.
VIOLETS,Down by the rumbling creek and the tall trees—
VIOLETS,where I went truant from school three days a week
VIOLETS,and therefore broke the record—
VIOLETS,there were violets as easy in their lives
VIOLETS,as anything you have ever seen
VIOLETS,or leaned down to intake the sweet breath of.
VIOLETS,"Later, when the necessary houses were built"
VIOLETS,"they were gone, and who would give significance"
VIOLETS,to their absence.
VIOLETS,"Oh, violets, you did signify, and what shall take"
VIOLETS,your place?
WE SHAKE WITH JOY,"We shake with joy, we shake with grief."
WE SHAKE WITH JOY,"What a time they have, these two"
WE SHAKE WITH JOY,housed as they are in the same body.
WHAT GORGEOUS THING,I do not know what gorgeous thing
WHAT GORGEOUS THING,"the bluebird keeps saying,"
WHAT GORGEOUS THING,"his voice easing out of his throat,"
WHAT GORGEOUS THING,"beak, body into the pink air"
WHAT GORGEOUS THING,of the early morning. I like it
WHAT GORGEOUS THING,whatever it is. Sometimes
WHAT GORGEOUS THING,it seems the only thing in the world
WHAT GORGEOUS THING,that is without dark thoughts.
WHAT GORGEOUS THING,Sometimes it seems the only thing
WHAT GORGEOUS THING,in the world that is without
WHAT GORGEOUS THING,questions that can’t and probably
WHAT GORGEOUS THING,"never will be answered, the"
WHAT GORGEOUS THING,only thing that is entirely content
WHAT GORGEOUS THING,"with the pink, then clear white"
WHAT GORGEOUS THING,"morning and, gratefully, says so."
WHELKS,Here are the perfect
WHELKS,"fans of the scallops,"
WHELKS,"quahogs, and weedy mussels"
WHELKS,still holding their orange fruit—
WHELKS,and here are the whelks—
WHELKS,"whirlwinds,"
WHELKS,"each the size of a fist,"
WHELKS,but always cracked and broken—
WHELKS,clearly they have been traveling
WHELKS,under the sky-blue waves
WHELKS,for a long time.
WHELKS,All my life
WHELKS,I have been restless—
WHELKS,I have felt there is something
WHELKS,more wonderful than gloss—
WHELKS,than wholeness—
WHELKS,than staying at home.
WHELKS,I have not been sure what it is.
WHELKS,But every morning on the wide shore
WHELKS,I pass what is perfect and shining
WHELKS,"to look for the whelks, whose edges"
WHELKS,have rubbed so long against the world
WHELKS,they have snapped and crumbled—
WHELKS,"they have almost vanished,"
WHELKS,with the last relinquishing
WHELKS,"of their unrepeatable energy,"
WHELKS,back into everything else.
WHELKS,When I find one
WHELKS,"I hold it in my hand,"
WHELKS,"I look out over that shanking fire,"
WHELKS,"I shut my eyes. Not often,"
WHELKS,but now and again there’s a moment
WHELKS,when the heart cries aloud:
WHELKS,"yes, I am willing to be"
WHELKS,"that wild darkness,"
WHELKS,"that long, blue body of light."
WHEN DEATH COMES,When death comes
WHEN DEATH COMES,like the hungry bear in autumn;
WHEN DEATH COMES,when death comes and takes all the bright coins from his purse
WHEN DEATH COMES,"to buy me, and snaps the purse shut;"
WHEN DEATH COMES,when death comes
WHEN DEATH COMES,like the measle-pox;
WHEN DEATH COMES,when death comes
WHEN DEATH COMES,"like an iceberg between the shoulder blades,"
WHEN DEATH COMES,"I want to step through the door full of curiosity, wondering:"
WHEN DEATH COMES,"what is it going to be like, that cottage of darkness?"
WHEN DEATH COMES,And therefore I look upon everything
WHEN DEATH COMES,"as a brotherhood and a sisterhood,"
WHEN DEATH COMES,"and I look upon time as no more than an idea,"
WHEN DEATH COMES,"and I consider eternity as another possibility,"
WHEN DEATH COMES,"and I think of each life as a flower, as common"
WHEN DEATH COMES,"as a field daisy, and as singular,"
WHEN DEATH COMES,"and each name a comfortable music in the mouth,"
WHEN DEATH COMES,"tending, as all music does, toward silence,"
WHEN DEATH COMES,"and each body a lion of courage, and something"
WHEN DEATH COMES,precious to the earth.
WHEN DEATH COMES,"When it’s over, I want to say: all my life"
WHEN DEATH COMES,I was a bride married to amazement.
WHEN DEATH COMES,"I was the bridegroom, taking the world into my arms."
WHEN DEATH COMES,"When it’s over, I don’t want to wonder"
WHEN DEATH COMES,"if I have made of my life something particular, and real."
WHEN DEATH COMES,"I don’t want to find myself sighing and frightened,"
WHEN DEATH COMES,or full of argument.
WHEN DEATH COMES,I don’t want to end up simply having visited this world.
WHEN I AM AMONG THE TREES,"When I am among the trees,"
WHEN I AM AMONG THE TREES,"especially the willows and the honey locust,"
WHEN I AM AMONG THE TREES,"equally the beech, the oaks and the pines,"
WHEN I AM AMONG THE TREES,they give off such hints of gladness.
WHEN I AM AMONG THE TREES,"I would almost say that they save me, and daily."
WHEN I AM AMONG THE TREES,"I am so distant from the hope of myself,"
WHEN I AM AMONG THE TREES,"in which I have goodness, and discernment,"
WHEN I AM AMONG THE TREES,and never hurry through the world
WHEN I AM AMONG THE TREES,"but walk slowly, and bow often."
WHEN I AM AMONG THE TREES,Around me the trees stir in their leaves
WHEN I AM AMONG THE TREES,"and call out, Stay awhile."
WHEN I AM AMONG THE TREES,The light flows from their branches.
WHEN I AM AMONG THE TREES,"And they call again, It’s simple, they say,"
WHEN I AM AMONG THE TREES,and you too have come
WHEN I AM AMONG THE TREES,"into the world to do this, to go easy, to be filled"
WHEN I AM AMONG THE TREES,"with light, and to shine."
"WHEN THE ROSES SPEAK, I PAY ATTENTION",As long as we are able to
"WHEN THE ROSES SPEAK, I PAY ATTENTION",be extravagant we will be
"WHEN THE ROSES SPEAK, I PAY ATTENTION",hugely and damply
"WHEN THE ROSES SPEAK, I PAY ATTENTION",extravagant. Then we will drop
"WHEN THE ROSES SPEAK, I PAY ATTENTION",foil by foil to the ground. This
"WHEN THE ROSES SPEAK, I PAY ATTENTION","is our unalterable task, and we do it"
"WHEN THE ROSES SPEAK, I PAY ATTENTION",joyfully.
"WHEN THE ROSES SPEAK, I PAY ATTENTION","And they went on. Listen,"
"WHEN THE ROSES SPEAK, I PAY ATTENTION","the heart-shackles are not, as you think,"
"WHEN THE ROSES SPEAK, I PAY ATTENTION","death, illness, pain,"
"WHEN THE ROSES SPEAK, I PAY ATTENTION","unrequited hope, not loneliness, but"
"WHEN THE ROSES SPEAK, I PAY ATTENTION","lassitude, rue, vainglory, fear, anxiety,"
"WHEN THE ROSES SPEAK, I PAY ATTENTION",selfishness.
"WHEN THE ROSES SPEAK, I PAY ATTENTION",Their fragrance all the while rising
"WHEN THE ROSES SPEAK, I PAY ATTENTION","from their blind bodies, making me"
"WHEN THE ROSES SPEAK, I PAY ATTENTION",spin with joy.
"WHERE DOES THE TEMPLE BEGIN, WHERE DOES IT END?",There are things you can’t reach. But
"WHERE DOES THE TEMPLE BEGIN, WHERE DOES IT END?","you can reach out to them, and all day long."
"WHERE DOES THE TEMPLE BEGIN, WHERE DOES IT END?","The wind, the bird flying away. The idea of God."
"WHERE DOES THE TEMPLE BEGIN, WHERE DOES IT END?","And it can keep you as busy as anything else, and happier."
"WHERE DOES THE TEMPLE BEGIN, WHERE DOES IT END?","The snake slides away; the fish jumps, like a little lily,"
"WHERE DOES THE TEMPLE BEGIN, WHERE DOES IT END?",out of the water and back in; the goldfinches sing
"WHERE DOES THE TEMPLE BEGIN, WHERE DOES IT END?",from the unreachable top of the tree.
"WHERE DOES THE TEMPLE BEGIN, WHERE DOES IT END?",I look; morning to night I am never done with looking.
"WHERE DOES THE TEMPLE BEGIN, WHERE DOES IT END?","Looking I mean not just standing around, but standing around"
"WHERE DOES THE TEMPLE BEGIN, WHERE DOES IT END?",as though with your arms open.
"WHERE DOES THE TEMPLE BEGIN, WHERE DOES IT END?","And thinking: maybe something will come, some"
"WHERE DOES THE TEMPLE BEGIN, WHERE DOES IT END?","shining coil of wind,"
"WHERE DOES THE TEMPLE BEGIN, WHERE DOES IT END?",or a few leaves from any old tree—
"WHERE DOES THE TEMPLE BEGIN, WHERE DOES IT END?",they are all in this too.
"WHERE DOES THE TEMPLE BEGIN, WHERE DOES IT END?",And now I will tell you the truth.
"WHERE DOES THE TEMPLE BEGIN, WHERE DOES IT END?",Everything in the world
"WHERE DOES THE TEMPLE BEGIN, WHERE DOES IT END?",comes.
"WHERE DOES THE TEMPLE BEGIN, WHERE DOES IT END?","At least, closer."
"WHERE DOES THE TEMPLE BEGIN, WHERE DOES IT END?","And, cordially."
"WHERE DOES THE TEMPLE BEGIN, WHERE DOES IT END?","Like the nibbling, tinsel-eyed fish; the unlooping snake."
"WHERE DOES THE TEMPLE BEGIN, WHERE DOES IT END?","Like goldfinches, little dolls of gold"
"WHERE DOES THE TEMPLE BEGIN, WHERE DOES IT END?",fluttering around the corner of the sky
"WHERE DOES THE TEMPLE BEGIN, WHERE DOES IT END?","of God, the blue air."
WHISTLING SWANS,Do you bow your head when you pray or do you look
WHISTLING SWANS,up into that blue space?
WHISTLING SWANS,"Take your choice, prayers fly from all directions."
WHISTLING SWANS,"And don’t worry about what language you use,"
WHISTLING SWANS,God no doubt understands them all.
WHISTLING SWANS,Even when the swans are flying north and making
WHISTLING SWANS,"such a ruckus of noise, God is surely listening"
WHISTLING SWANS,and understanding.
WHISTLING SWANS,"Rumi said, There is no proof of the soul."
WHISTLING SWANS,But isn’t the return of spring and how it
WHISTLING SWANS,springs up in our hearts a pretty good hint?
WHISTLING SWANS,"Yes, I know, God’s silence never breaks, but is"
WHISTLING SWANS,that really a problem?
WHISTLING SWANS,"There are thousands of voices, after all."
WHISTLING SWANS,"And furthermore, don’t you imagine (I just suggest it)"
WHISTLING SWANS,that the swans know about as much as we do about
WHISTLING SWANS,the whole business?
WHISTLING SWANS,"So listen to them and watch them, singing as they fly."
WHISTLING SWANS,Take from it what you can.
WHITE FLOWERS,Last night
WHITE FLOWERS,in the fields
WHITE FLOWERS,I lay down in the darkness
WHITE FLOWERS,"to think about death,"
WHITE FLOWERS,"but instead I fell asleep,"
WHITE FLOWERS,as if in a vast and sloping room
WHITE FLOWERS,filled with those white flowers
WHITE FLOWERS,"that open all summer,"
WHITE FLOWERS,"sticky and untidy,"
WHITE FLOWERS,in the warm fields.
WHITE FLOWERS,When I woke
WHITE FLOWERS,the morning light was just slipping
WHITE FLOWERS,"in front of the stars,"
WHITE FLOWERS,and I was covered
WHITE FLOWERS,with blossoms.
WHITE FLOWERS,I don’t know
WHITE FLOWERS,how it happened—
WHITE FLOWERS,I don’t know
WHITE FLOWERS,if my body went diving down
WHITE FLOWERS,under the sugary vines
WHITE FLOWERS,in some sleep-sharpened affinity
WHITE FLOWERS,"with the depths, or whether"
WHITE FLOWERS,that green energy
WHITE FLOWERS,rose like a wave
WHITE FLOWERS,"and curled over me, claiming me"
WHITE FLOWERS,in its husky arms.
WHITE FLOWERS,"I pushed them away, but I didn’t rise."
WHITE FLOWERS,"Never in my life had I felt so plush,"
WHITE FLOWERS,"or so slippery,"
WHITE FLOWERS,or so resplendently empty.
WHITE FLOWERS,Never in my life
WHITE FLOWERS,had I felt myself so near
WHITE FLOWERS,that porous line
WHITE FLOWERS,where my own body was done with
WHITE FLOWERS,and the roots and the stems and the flowers
WHITE FLOWERS,began.
WHY I WAKE EARLY,"Hello, sun in my face."
WHY I WAKE EARLY,"Hello, you who make the morning"
WHY I WAKE EARLY,and spread it over the fields
WHY I WAKE EARLY,and into the faces of the tulips
WHY I WAKE EARLY,"and the nodding morning glories,"
WHY I WAKE EARLY,"and into the windows of, even, the"
WHY I WAKE EARLY,miserable and the crotchety—
WHY I WAKE EARLY,"best preacher that ever was,"
WHY I WAKE EARLY,"dear star, that just happens"
WHY I WAKE EARLY,to be where you are in the universe
WHY I WAKE EARLY,"to keep us from ever-darkness,"
WHY I WAKE EARLY,"to ease us with warm touching,"
WHY I WAKE EARLY,to hold us in the great hands of light—
WHY I WAKE EARLY,"good morning, good morning, good morning."
WHY I WAKE EARLY,"Watch, now, how I start the day"
WHY I WAKE EARLY,"in happiness, in kindness."
WILD GEESE,You do not have to be good.
WILD GEESE,You do not have to walk on your knees
WILD GEESE,for a hundred miles through the desert repenting.
WILD GEESE,You only have to let the soft animal of your body
WILD GEESE,love what it loves.
WILD GEESE,"Tell me about despair, yours, and I will tell you mine."
WILD GEESE,Meanwhile the world goes on.
WILD GEESE,Meanwhile the sun and the clear pebbles of the rain
WILD GEESE,"are moving across the landscapes,"
WILD GEESE,"over the prairies and the deep trees,"
WILD GEESE,the mountains and the rivers.
WILD GEESE,"Meanwhile the wild geese, high in the clean blue air,"
WILD GEESE,are heading home again.
WILD GEESE,"Whoever you are, no matter how lonely,"
WILD GEESE,"the world offers itself to your imagination,"
WILD GEESE,"calls to you like the wild geese, harsh and exciting—"
WILD GEESE,over and over announcing your place
WILD GEESE,in the family of things.
WILD GEESEX,You do not have to be good.
WILD GEESEX,You do not have to walk on your knees
WILD GEESEX,for a hundred miles through the desert repenting.
WILD GEESEX,You only have to let the soft animal of your body
WILD GEESEX,love what it loves.
WILD GEESEX,"Tell me about despair, yours, and I will tell you mine."
WILD GEESEX,Meanwhile the world goes on.
WILD GEESEX,Meanwhile the sun and the clear pebbles of the rain
WILD GEESEX,"are moving across the landscapes,"
WILD GEESEX,"over the prairies and the deep trees,"
WILD GEESEX,the mountains and the rivers.
WILD GEESEX,"Meanwhile the wild geese, high in the clean blue air,"
WILD GEESEX,are heading home again.
WILD GEESEX,"Whoever you are, no matter how lonely,"
WILD GEESEX,"the world offers itself to your imagination,"
WILD GEESEX,"calls to you like the wild geese, harsh and exciting—"
WILD GEESEX,over and over announcing your place
WILD GEESEX,in the family of things.
"WILD, WILD",This is what love is:
"WILD, WILD","the dry rose bush the gardener, in his pruning, missed"
"WILD, WILD",suddenly bursts into bloom.
"WILD, WILD",A madness of delight; an obsession.
"WILD, WILD","A holy gift, certainly."
"WILD, WILD","But often, alas, improbable."
"WILD, WILD",Why couldn’t Romeo have settled for someone else?
"WILD, WILD",Why couldn’t Tristan and Isolde have refused
"WILD, WILD",the shining cup
"WILD, WILD",which would have left peaceful the whole kingdom?
"WILD, WILD",Wild sings the bird of the heart in the forests
"WILD, WILD",of our lives.
"WILD, WILD","Over and over Faust, standing in the garden, doesn’t know"
"WILD, WILD","anything that’s going to happen, he only sees"
"WILD, WILD","the face of Marguerite, which is irresistible."
"WILD, WILD","And wild, wild sings the bird."
